Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,CLV_range,CLV_scaled
YC43143,Arizona,7988.258292,No,Extended,High School or Below,2/1/2011,Employed,F,77330,Rural,Married,99,0,21,0,3,Personal Auto,Personal L3,Offer2,Web,99.25760799999999,Four-Door Car,Medsize,0,0.44446734398969506
LO98108,Oregon,2226.589837,No,Basic,Bachelor,2/16/2011,Unemployed,M,0,Suburban,Married,62,19,26,0,1,Personal Auto,Personal L3,Offer2,Branch,297.6,Two-Door Car,Large,0,-0.7153085717687968
NZ57264,California,7486.088015,No,Basic,Bachelor,1/26/2011,Unemployed,M,0,Suburban,Single,113,33,18,0,4,Personal Auto,Personal L3,Offer4,Call Center,813.6,SUV,Medsize,0,0.3433846459096004
SY81273,Oregon,16798.85832,No,Basic,High School or Below,2/16/2011,Employed,M,55269,Suburban,Divorced,71,32,15,0,2,Personal Auto,Personal L3,Offer1,Agent,340.8,Two-Door Car,Medsize,0,2.2179678144980235
LV51815,California,2990.330995,No,Basic,High School or Below,2/11/2011,Employed,F,73137,Urban,Married,74,14,45,1,1,Corporate Auto,Corporate L3,Offer1,Branch,227.797105,Four-Door Car,Medsize,0,-0.5615738319377975
HI36042,California,11885.96797,No,Basic,High School or Below,2/7/2011,Unemployed,M,0,Suburban,Married,105,7,20,0,2,Personal Auto,Personal L3,Offer3,Agent,756.0,SUV,Medsize,0,1.2290438683886828
RR37482,Washington,23055.57229,No,Premium,High School or Below,1/26/2011,Employed,M,41727,Rural,Married,117,18,84,1,2,Personal Auto,Personal L2,Offer1,Agent,82.25632,Four-Door Car,Medsize,1,3.4773922730328732
CC92362,California,8936.370357,No,Premium,Bachelor,1/6/2011,Disabled,M,18141,Suburban,Married,116,2,87,0,3,Personal Auto,Personal L3,Offer2,Call Center,722.404711,Four-Door Car,Small,0,0.6353144132050044
XP64922,Oregon,2974.314896,No,Basic,College,2/16/2011,Employed,F,23333,Rural,Married,74,8,43,0,1,Corporate Auto,Corporate L3,Offer4,Agent,5.622751,Four-Door Car,Medsize,0,-0.5647977393926744
FK85203,California,9106.867749,No,Basic,High School or Below,1/7/2011,Employed,M,74143,Suburban,Married,114,1,61,0,6,Personal Auto,Personal L3,Offer1,Branch,547.2,SUV,Medsize,0,0.669634119464679
UI99151,Nevada,12023.75062,No,Basic,High School or Below,1/24/2011,Medical Leave,M,28879,Suburban,Married,106,6,9,0,2,Personal Auto,Personal L3,Offer2,Web,763.2,Sports Car,Medsize,0,1.2567783693110173
GN18675,California,5080.239729999999,No,Basic,Bachelor,2/1/2011,Employed,M,70784,Rural,Married,64,0,93,0,7,Special Auto,Special L3,Offer2,Branch,107.928851,Four-Door Car,Medsize,0,-0.14089259421699643
IB81655,California,7695.122957,No,Basic,Bachelor,1/24/2011,Employed,M,50147,Suburban,Single,101,4,37,0,3,Personal Auto,Personal L2,Offer1,Branch,484.8,SUV,Medsize,0,0.38546164030402574
ZE71012,Nevada,26199.52707,No,Basic,Bachelor,1/6/2011,Employed,M,20346,Suburban,Married,74,13,57,0,2,Corporate Auto,Corporate L2,Offer3,Agent,358.643521,Two-Door Car,Medsize,1,4.1102442086407835
PY70169,Oregon,22643.83478,No,Basic,High School or Below,2/24/2011,Employed,M,93011,Rural,Divorced,113,17,12,0,2,Personal Auto,Personal L3,Offer4,Agent,281.451042,SUV,Medsize,1,3.394512938437011
KR62128,California,9011.764865000001,No,Basic,Master,1/26/2011,Employed,F,63885,Rural,Single,114,0,17,0,8,Personal Auto,Personal L3,Offer2,Agent,86.477384,SUV,Medsize,0,0.6504907002895173
IM73868,Oregon,10461.58298,No,Premium,College,1/27/2011,Unemployed,M,0,Suburban,Single,155,23,62,0,5,Corporate Auto,Corporate L2,Offer1,Branch,1116.0,Sports Car,Medsize,0,0.9423270225527659
CT83377,Washington,3763.637743,No,Extended,High School or Below,2/21/2011,Employed,M,93595,Rural,Married,97,15,30,4,1,Special Auto,Special L2,Offer4,Agent,49.797016,Four-Door Car,Medsize,0,-0.4059136184373799
BM70908,Arizona,2255.312942,No,Basic,College,1/26/2011,Employed,M,58289,Suburban,Single,62,18,92,4,1,Personal Auto,Personal L3,Offer1,Agent,297.6,Two-Door Car,Medsize,0,-0.7095268497441819
JT11876,Washington,5435.767832,No,Basic,High School or Below,2/13/2011,Unemployed,F,0,Suburban,Single,73,12,71,0,4,Personal Auto,Personal L1,Offer2,Branch,626.116259,Four-Door Car,Small,0,-0.06932774571949125
RA14734,Arizona,8646.504109,Yes,Basic,High School or Below,1/2/2011,Employed,F,64125,Urban,Married,108,3,44,0,3,Personal Auto,Personal L3,Offer2,Branch,369.818708,SUV,Large,0,0.5769667495295736
MN61620,Arizona,9877.295699,No,Extended,College,1/31/2011,Employed,F,67752,Rural,Single,131,4,40,4,9,Personal Auto,Personal L2,Offer1,Web,168.517149,Sports Car,Small,0,0.8247148548828694
QS36363,Arizona,12655.52878,No,Premium,High School or Below,2/1/2011,Employed,F,26149,Suburban,Married,157,2,17,0,7,Personal Auto,Personal L3,Offer4,Web,753.6,SUV,Medsize,0,1.3839500557405542
OO96627,California,3531.348165,No,Extended,High School or Below,2/11/2011,Unemployed,M,0,Suburban,Single,98,23,46,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,958.502743,Two-Door Car,Small,0,-0.4526715775511699
BU41599,Washington,5581.761297999999,No,Basic,Master,2/28/2011,Employed,F,62739,Urban,Divorced,70,29,80,0,3,Personal Auto,Personal L1,Offer2,Call Center,239.32857099999998,Two-Door Car,Medsize,0,-0.039940475860537686
YY29772,Arizona,2725.322949,No,Basic,High School or Below,1/4/2011,Employed,F,45025,Suburban,Married,69,35,85,1,1,Personal Auto,Personal L2,Offer1,Agent,452.271771,Four-Door Car,Medsize,0,-0.6149177464017231
HW54198,Nevada,5201.971427,No,Basic,Master,1/29/2011,Employed,M,94186,Rural,Married,64,20,50,0,3,Personal Auto,Personal L3,Offer3,Call Center,135.340489,Four-Door Car,Medsize,0,-0.11638901656971033
TN73558,Arizona,3731.5045840000002,Yes,Extended,High School or Below,2/24/2011,Unemployed,F,0,Suburban,Married,96,31,34,0,1,Personal Auto,Personal L3,Offer1,Agent,460.8,Four-Door Car,Large,0,-0.4123817559563128
GU60969,Arizona,2342.0138100000004,No,Basic,Bachelor,1/2/2011,Retired,M,19581,Suburban,Single,67,2,94,0,1,Corporate Auto,Corporate L2,Offer1,Agent,321.6,Four-Door Car,Large,0,-0.6920746864746179
JS10224,California,18321.24471,No,Basic,College,2/16/2011,Employed,F,76726,Rural,Married,65,27,26,0,2,Personal Auto,Personal L2,Offer2,Branch,10.367410000000001,Four-Door Car,Medsize,1,2.5244115266606513
AF37776,California,10419.16743,No,Extended,Bachelor,1/16/2011,Employed,F,80192,Rural,Married,129,8,69,0,9,Personal Auto,Personal L1,Offer3,Call Center,200.662297,SUV,Large,0,0.9337891252877887
OZ19432,Nevada,4374.038985,No,Premium,High School or Below,1/14/2011,Employed,F,34516,Rural,Married,113,12,70,3,1,Special Auto,Special L2,Offer4,Branch,42.950852000000005,Four-Door Car,Medsize,0,-0.2830449277187517
ZC17826,California,15552.396509999999,No,Basic,Bachelor,1/4/2011,Unemployed,M,0,Suburban,Single,64,2,99,0,2,Personal Auto,Personal L2,Offer1,Call Center,307.2,Four-Door Car,Medsize,0,1.967065424254408
IL66569,California,5384.431665,No,Basic,College,1/18/2011,Employed,M,83689,Urban,Single,70,21,10,2,8,Corporate Auto,Corporate L3,Offer4,Call Center,307.13913199999996,Four-Door Car,Medsize,0,-0.07966128895596274
RM24280,Oregon,4177.696973,No,Premium,High School or Below,2/3/2011,Unemployed,F,0,Suburban,Married,112,4,49,0,1,Personal Auto,Personal L2,Offer3,Agent,537.6,Four-Door Car,Medsize,0,-0.3225669409251095
DG33206,Washington,8861.900439000001,No,Premium,Doctor,1/16/2011,Employed,F,41854,Urban,Married,110,17,44,0,8,Personal Auto,Personal L3,Offer1,Agent,481.269644,Four-Door Car,Medsize,0,0.6203242383937554
VK94354,Oregon,9259.715798000001,No,Extended,Master,1/8/2011,Unemployed,M,0,Rural,Married,127,11,86,0,3,Special Auto,Special L2,Offer1,Call Center,22.483259,SUV,Small,0,0.7004011598428946
EN60878,Oregon,6183.111464,No,Extended,Bachelor,2/13/2011,Disabled,M,23712,Urban,Single,85,2,20,0,3,Personal Auto,Personal L2,Offer1,Branch,376.126419,Four-Door Car,Medsize,0,0.08110630857547708
KR48903,Washington,2504.907557,No,Basic,High School or Below,2/27/2011,Employed,M,88264,Suburban,Married,62,8,34,0,1,Personal Auto,Personal L3,Offer1,Branch,297.6,Two-Door Car,Medsize,0,-0.659285530681679
RA34556,California,4877.954567,No,Basic,High School or Below,1/23/2011,Disabled,M,20178,Suburban,Divorced,69,26,52,2,6,Corporate Auto,Corporate L3,Offer1,Branch,331.2,Four-Door Car,Medsize,0,-0.18161091426526105
IW17510,California,7583.962264,No,Basic,High School or Below,2/3/2011,Unemployed,F,0,Suburban,Single,102,27,29,0,5,Personal Auto,Personal L3,Offer2,Call Center,848.161322,Sports Car,Medsize,0,0.3630859177980657
LD63324,Arizona,3230.576665,Yes,Extended,College,1/5/2011,Employed,M,62873,Urban,Divorced,81,0,41,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,207.75186000000002,Four-Door Car,Medsize,0,-0.5132143777089682
VT44999,Arizona,3858.8672060000004,No,Basic,High School or Below,1/8/2011,Unemployed,F,0,Suburban,Married,107,15,58,1,1,Personal Auto,Personal L3,Offer3,Agent,513.6,SUV,Medsize,0,-0.38674471996281207
XB27698,Oregon,8622.835375,Yes,Basic,Bachelor,2/18/2011,Employed,M,97361,Suburban,Single,73,6,85,0,2,Personal Auto,Personal L1,Offer1,Agent,350.4,Four-Door Car,Medsize,0,0.5722024303286187
XN62489,Oregon,2538.62632,Yes,Basic,Bachelor,2/17/2011,Retired,M,18608,Suburban,Divorced,71,13,24,0,1,Corporate Auto,Corporate L3,Offer2,Web,340.8,Four-Door Car,Medsize,0,-0.6524982242717394
KB20508,California,10828.37347,No,Extended,College,1/17/2011,Medical Leave,M,11033,Suburban,Married,97,27,18,0,2,Special Auto,Special L1,Offer1,Branch,511.12013099999996,Two-Door Car,Large,0,1.0161588960376238
VU71619,California,13277.08425,No,Basic,Bachelor,1/10/2011,Employed,M,96402,Urban,Married,110,29,41,0,2,Personal Auto,Personal L3,Offer3,Agent,379.897943,SUV,Medsize,0,1.5090639997385604
LK90215,Oregon,2647.519741,Yes,Basic,College,2/20/2011,Employed,M,37876,Urban,Single,69,13,15,0,1,Personal Auto,Personal L3,Offer2,Agent,300.056383,Four-Door Car,Medsize,0,-0.6305788847528621
FV33188,Washington,2453.570794,Yes,Basic,Bachelor,2/9/2011,Medical Leave,M,29735,Suburban,Single,69,3,92,0,1,Personal Auto,Personal L2,Offer1,Agent,331.2,Four-Door Car,Medsize,0,-0.669619193887991
BE75190,California,10155.30044,No,Extended,College,1/13/2011,Employed,M,28754,Suburban,Single,89,9,17,0,2,Corporate Auto,Corporate L1,Offer2,Web,427.2,Four-Door Car,Medsize,0,0.8806748959016611
EO74797,Arizona,7840.646748,No,Extended,Bachelor,1/24/2011,Unemployed,F,0,Suburban,Single,76,17,34,1,2,Personal Auto,Personal L2,Offer2,Agent,364.8,Four-Door Car,Large,0,0.4147543684937586
RV92809,California,5498.940679,Yes,Basic,College,2/5/2011,Medical Leave,M,22520,Suburban,Married,73,17,64,0,3,Personal Auto,Personal L2,Offer1,Branch,350.4,Four-Door Car,Medsize,0,-0.05661157729488934
BQ20851,California,8295.977271,No,Basic,Master,2/23/2011,Employed,M,73556,Urban,Divorced,104,31,4,0,9,Personal Auto,Personal L3,Offer1,Agent,497.684017,SUV,Medsize,0,0.5064086138585446
IP68868,Oregon,3819.6195020000005,No,Premium,High School or Below,1/18/2011,Unemployed,M,0,Suburban,Single,111,29,76,0,1,Personal Auto,Personal L2,Offer1,Branch,799.2,Two-Door Car,Small,0,-0.3946449561884
CJ81799,Oregon,7462.926262999999,Yes,Extended,College,1/28/2011,Employed,F,70263,Rural,Married,93,30,66,0,5,Personal Auto,Personal L2,Offer2,Call Center,7.3459460000000005,Two-Door Car,Small,0,0.33872237796652555
QX31376,Oregon,17114.32815,No,Extended,Master,1/4/2011,Employed,F,70961,Suburban,Married,85,19,8,0,2,Corporate Auto,Corporate L3,Offer2,Agent,408.0,Four-Door Car,Small,0,2.2814692661764724
TR96772,Arizona,15956.51879,No,Extended,High School or Below,2/8/2011,Employed,F,61148,Rural,Married,132,28,25,0,2,Personal Auto,Personal L3,Offer2,Branch,98.206649,Sports Car,Small,0,2.0484118764194363
XU57332,California,8736.501241,No,Basic,College,2/10/2011,Employed,F,53173,Suburban,Single,112,30,57,0,4,Personal Auto,Personal L1,Offer1,Call Center,1169.4097869999998,SUV,Medsize,0,0.5950824233133298
MA83261,Arizona,2785.418107,No,Basic,High School or Below,1/18/2011,Employed,M,66378,Rural,Divorced,71,20,61,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,158.00033200000001,Two-Door Car,Medsize,0,-0.6028210911626286
YH20696,Oregon,8657.968597,No,Basic,College,1/17/2011,Employed,M,68727,Rural,Married,72,15,49,0,2,Personal Auto,Personal L1,Offer1,Branch,171.47583799999998,Four-Door Car,Medsize,0,0.5792744555652035
CQ15251,Oregon,5150.416511,No,Basic,Bachelor,1/5/2011,Employed,F,65629,Rural,Married,64,21,28,0,3,Personal Auto,Personal L3,Offer4,Call Center,89.411365,Four-Door Car,Large,0,-0.12676659215961855
EF87528,Arizona,4636.54647,Yes,Basic,College,1/1/2011,Retired,M,26802,Suburban,Married,66,7,43,1,5,Special Auto,Special L3,Offer2,Agent,316.8,Two-Door Car,Medsize,0,-0.23020435537635484
ZK58906,California,16589.712369999997,No,Premium,Bachelor,1/2/2011,Employed,M,59414,Rural,Married,140,34,56,0,2,Personal Auto,Personal L3,Offer1,Call Center,65.022258,SUV,Medsize,0,2.1758684751169217
CO53758,California,5059.987477000001,No,Basic,High School or Below,2/15/2011,Employed,M,70999,Suburban,Married,63,5,70,0,3,Corporate Auto,Corporate L2,Offer4,Agent,305.60323900000003,Four-Door Car,Small,0,-0.14496920422201384
VF35858,California,15284.33065,No,Basic,Bachelor,2/16/2011,Employed,M,48885,Suburban,Married,190,31,90,0,9,Personal Auto,Personal L3,Offer3,Web,1090.122048,Luxury Car,Medsize,0,1.9131059972770905
HP94242,Arizona,5288.173294,No,Basic,Bachelor,1/17/2011,Employed,F,42621,Suburban,Married,66,8,3,0,3,Personal Auto,Personal L1,Offer2,Call Center,316.8,Four-Door Car,Medsize,0,-0.09903729804913877
JT64945,California,13422.06378,No,Basic,College,2/5/2011,Employed,F,65024,Urban,Married,67,17,15,0,2,Personal Auto,Personal L2,Offer2,Call Center,189.869329,Four-Door Car,Medsize,0,1.5382471727179203
RF39856,Nevada,22754.661369999998,No,Basic,Bachelor,2/8/2011,Employed,M,51437,Rural,Married,115,35,30,0,2,Corporate Auto,Corporate L1,Offer3,Branch,244.08666499999998,SUV,Medsize,1,3.416821408789222
WZ98067,Oregon,4049.807215,No,Premium,College,1/9/2011,Employed,M,42512,Rural,Married,105,15,72,1,1,Personal Auto,Personal L2,Offer3,Agent,77.479316,Four-Door Car,Medsize,0,-0.34831008500898447
LY90785,Oregon,5793.157728,No,Basic,Bachelor,2/6/2011,Employed,M,95733,Suburban,Married,72,19,82,0,3,Corporate Auto,Corporate L3,Offer1,Agent,475.423848,Two-Door Car,Small,0,0.002611866417776681
OH98172,California,3188.53073,No,Extended,High School or Below,1/3/2011,Employed,F,81081,Urban,Married,79,20,25,0,1,Personal Auto,Personal L3,Offer2,Agent,224.888004,Two-Door Car,Medsize,0,-0.521677874550101
FI77477,Washington,4229.923123,No,Extended,College,1/23/2011,Unemployed,M,0,Suburban,Single,126,15,45,0,1,Personal Auto,Personal L1,Offer4,Agent,907.2,SUV,Small,0,-0.3120542515165014
QV47358,Arizona,8133.157212,No,Basic,Bachelor,1/25/2011,Employed,F,32021,Suburban,Single,70,12,58,0,2,Personal Auto,Personal L2,Offer1,Call Center,336.0,Four-Door Car,Small,0,0.47363429084683006
TW94555,Nevada,5389.499465,Yes,Extended,College,1/7/2011,Employed,M,66429,Rural,Married,136,35,93,0,1,Personal Auto,Personal L3,Offer2,Agent,57.712984999999996,Sports Car,Medsize,0,-0.07864118298634899
YF26585,Nevada,4758.470236,No,Basic,High School or Below,2/20/2011,Employed,M,92324,Suburban,Married,119,5,46,2,1,Corporate Auto,Corporate L3,Offer1,Agent,603.1109610000001,Sports Car,Large,0,-0.20566211583762145
ZV93969,Washington,4754.4496469999995,No,Extended,College,1/4/2011,Unemployed,F,0,Suburban,Single,136,5,46,0,1,Corporate Auto,Corporate L1,Offer1,Call Center,652.8,SUV,Medsize,0,-0.2064714269470307
DY30071,Oregon,5659.238384,No,Basic,Bachelor,1/7/2011,Employed,M,69387,Rural,Married,71,16,37,0,3,Personal Auto,Personal L3,Offer2,Agent,71.517444,Four-Door Car,Small,0,-0.02434498315425868
NW62233,California,5314.958536,No,Basic,Master,1/28/2011,Employed,M,66467,Urban,Married,66,17,65,0,3,Personal Auto,Personal L2,Offer4,Web,294.705573,Two-Door Car,Medsize,0,-0.09364565172099844
SI11249,California,5048.2262439999995,No,Basic,High School or Below,2/11/2011,Employed,F,29401,Suburban,Single,65,30,56,0,4,Personal Auto,Personal L3,Offer1,Branch,312.0,Four-Door Car,Small,0,-0.1473366425568573
JY45873,Washington,5015.009472,Yes,Extended,Bachelor,2/3/2011,Employed,F,48567,Suburban,Single,130,12,15,0,1,Corporate Auto,Corporate L2,Offer2,Agent,624.0,SUV,Medsize,0,-0.1540229023556851
PV48046,California,5267.760257,No,Extended,Master,2/19/2011,Employed,M,39722,Suburban,Divorced,133,9,62,0,1,Personal Auto,Personal L3,Offer1,Call Center,638.4,SUV,Large,0,-0.10314627253543404
UQ82778,Oregon,4540.9925,No,Basic,High School or Below,2/14/2011,Unemployed,F,0,Suburban,Divorced,61,14,4,0,3,Personal Auto,Personal L1,Offer2,Agent,486.12146399999995,Two-Door Car,Medsize,0,-0.24943857440972153
TU92578,California,14696.63549,No,Extended,College,1/29/2011,Employed,M,45345,Suburban,Married,125,0,73,0,2,Personal Auto,Personal L1,Offer1,Agent,600.0,SUV,Medsize,0,1.7948078519222772
NJ21108,Oregon,5297.673655,No,Basic,Bachelor,1/4/2011,Employed,F,33832,Suburban,Married,67,22,47,1,9,Corporate Auto,Corporate L3,Offer3,Branch,321.6,Four-Door Car,Small,0,-0.09712495443463438
KU88219,Arizona,4637.164036,No,Basic,Master,2/7/2011,Employed,M,25816,Suburban,Single,119,18,63,0,1,Personal Auto,Personal L1,Offer3,Agent,571.2,Sports Car,Medsize,0,-0.23008004447947053
PD97837,Arizona,2199.5166449999997,No,Basic,Bachelor,1/16/2011,Unemployed,M,0,Suburban,Married,62,29,72,0,1,Corporate Auto,Corporate L1,Offer2,Web,297.6,Four-Door Car,Medsize,0,-0.7207581800358358
AZ75509,Arizona,2479.920134,No,Basic,Bachelor,1/14/2011,Employed,F,31678,Rural,Married,63,7,3,0,1,Personal Auto,Personal L2,Offer2,Branch,76.629988,Two-Door Car,Medsize,0,-0.6643152910052049
ZI85739,California,15860.035909999999,No,Extended,Master,2/25/2011,Unemployed,F,0,Rural,Married,136,10,41,0,2,Personal Auto,Personal L1,Offer1,Branch,46.098963,SUV,Small,0,2.0289906755327536
RE29039,California,7568.85152,No,Basic,High School or Below,1/11/2011,Medical Leave,F,27558,Suburban,Married,65,18,48,0,2,Personal Auto,Personal L3,Offer1,Agent,312.0,Four-Door Car,Medsize,0,0.36004425077101154
BB10681,California,4140.648654,No,Extended,College,1/17/2011,Unemployed,F,0,Suburban,Divorced,123,5,35,2,1,Corporate Auto,Corporate L3,Offer1,Branch,590.4,SUV,Medsize,0,-0.3300244592518106
MM83308,Arizona,2379.825871,No,Basic,High School or Below,2/21/2011,Employed,M,69202,Suburban,Single,61,33,12,0,1,Personal Auto,Personal L2,Offer2,Web,292.8,Two-Door Car,Small,0,-0.6844634332385984
AU91447,Oregon,12731.95161,Yes,Basic,Doctor,1/14/2011,Employed,M,40870,Suburban,Married,105,3,56,0,2,Special Auto,Special L2,Offer1,Agent,504.0,SUV,Large,0,1.3993333354867514
DO48071,California,2795.410029,No,Basic,College,1/31/2011,Employed,F,40516,Rural,Married,70,21,31,0,1,Personal Auto,Personal L3,Offer2,Web,137.168874,Two-Door Car,Small,0,-0.6008098004092217
KY48450,Oregon,7334.517166,No,Basic,College,1/9/2011,Employed,F,83926,Rural,Married,181,31,88,0,1,Personal Auto,Personal L1,Offer3,Agent,124.447153,Luxury Car,Medsize,0,0.31287469526349576
AA35519,Arizona,8002.308333,Yes,Basic,College,1/11/2011,Unemployed,F,0,Suburban,Married,107,3,65,0,3,Personal Auto,Personal L2,Offer1,Agent,513.6,SUV,Medsize,0,0.4472955003292148
EF84269,California,5568.656492,No,Extended,College,2/21/2011,Employed,F,51489,Rural,Married,139,14,10,0,1,Personal Auto,Personal L2,Offer1,Web,236.73932200000002,SUV,Medsize,0,-0.04257836426008577
RW46214,Oregon,5229.68034,No,Basic,High School or Below,2/23/2011,Medical Leave,F,26540,Suburban,Divorced,69,13,65,1,5,Personal Auto,Personal L1,Offer2,Call Center,331.2,Four-Door Car,Medsize,0,-0.11081144295535927
VS80344,Arizona,8219.358756,No,Premium,Bachelor,2/16/2011,Employed,F,28445,Urban,Married,103,18,72,0,6,Special Auto,Special L3,Offer1,Agent,427.76284100000004,Two-Door Car,Medsize,0,0.49098594435018933
WL21375,Arizona,7890.597705,No,Premium,High School or Below,1/15/2011,Unemployed,F,0,Suburban,Married,112,15,29,3,7,Personal Auto,Personal L3,Offer1,Call Center,747.658769,Four-Door Car,Medsize,0,0.42480908048389654
SG59507,California,2775.671887,No,Basic,College,2/11/2011,Employed,F,38222,Rural,Divorced,71,6,8,0,1,Personal Auto,Personal L2,Offer2,Call Center,166.78838000000002,Four-Door Car,Medsize,0,-0.6047829241479811
BI27443,Arizona,4896.562733,No,Extended,College,2/18/2011,Employed,F,36428,Urban,Divorced,124,34,20,0,1,Personal Auto,Personal L1,Offer2,Agent,559.412583,SUV,Medsize,0,-0.1778652452924989
NH99355,California,4634.730197,No,Basic,High School or Below,1/6/2011,Unemployed,M,0,Suburban,Married,62,29,59,0,3,Personal Auto,Personal L2,Offer3,Call Center,297.6,Four-Door Car,Medsize,0,-0.23056995601760918
